torso_angle,aspect_ratio,shoulder_hip_dy,nose_hip_dy,shoulder_width,hip_width,label,sequence_id
0.049426999960169936,0.3192449550386742,86.25670194625854,113.31631422042847,53.358918653403634,27.919830044316377,normal,adl-07-cam0-rgb
1.7474371702127998,0.3252978184834456,77.63046026229858,109.84808921813965,51.13194124417585,27.700942654148548,normal,adl-07-cam0-rgb
2.3714427525948576,0.578430324595754,57.588157653808594,86.40771389007568,51.90604688511398,30.17255129363308,normal,adl-07-cam0-rgb
1.8630423825707765,0.5245443055941461,66.18882894515991,81.3843584060669,59.26837542539986,33.711197437948755,normal,adl-07-cam0-rgb
15.984323125350418,0.4039864334445956,81.28918647766113,98.93560409545898,61.32514127701877,32.446672552298175,normal,adl-07-cam0-rgb
2.4399058526525206,0.5733994145531778,60.662841796875,91.17297649383545,50.93479865381911,31.258172935209075,normal,adl-07-cam0-rgb
2.887818967559833,0.5660390121230854,60.620784759521484,90.79038619995117,52.14226289130335,31.365699609774655,normal,adl-07-cam0-rgb
1.2969081562535179,0.3007163799474034,86.14998579025269,120.46051025390625,54.61215993545174,29.303477269770042,normal,adl-07-cam0-rgb
11.841606247233381,0.38275873268497074,88.86938095092773,107.28451251983643,56.220549931044346,29.213160002607903,normal,adl-07-cam0-rgb
0.9594996702666865,0.5462364758310179,61.554529666900635,77.4876880645752,59.30699659292842,32.949578094632656,normal,adl-07-cam0-rgb
3.1022486841689685,0.27204612137023926,88.73004913330078,113.63022565841675,42.60405127951076,22.076627190281062,normal,adl-07-cam0-rgb
2.605133478901421,0.3435575285462985,96.8455696105957,126.68655395507812,48.44120091800555,25.17155832801646,normal,adl-07-cam0-rgb
1.301138271625079,0.3282797580684237,78.61680507659912,112.7890133857727,50.84594202497067,28.393469667302035,normal,adl-07-cam0-rgb
0.7798948491063845,0.3219137747946467,70.62980890274048,100.43773412704468,45.628568159831914,26.886396668455422,normal,adl-07-cam0-rgb
12.27133932856985,0.3788953245520566,87.42456436157227,104.21454906463623,55.68462234975896,29.715392887945274,normal,adl-07-cam0-rgb
1.3152701853175464,0.29925015064296295,85.85648775100708,121.00949764251709,52.317175538031364,30.606831919638026,normal,adl-07-cam0-rgb
14.439129775484556,0.439972131913538,74.81400489807129,82.34111309051514,63.65351882633603,31.736607414843252,normal,adl-07-cam0-rgb
2.622935668731396,0.577026517461968,58.758273124694824,88.72740268707275,50.890680389110706,31.053881703074634,normal,adl-07-cam0-rgb
1.907958704846155,0.38205512952990894,92.2579550743103,113.565673828125,29.53553167427659,12.394004843456683,normal,adl-07-cam0-rgb
0.18164688241646862,0.3143587487857004,72.40844249725342,101.55941247940063,47.7419950210438,26.24555309774048,normal,adl-07-cam0-rgb
3.3865891118745903,0.5677556479827837,58.777642250061035,78.55462074279785,54.76082152299934,30.46397088780978,normal,adl-07-cam0-rgb
